label,message,clean_message,tokens,processed_message,target
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,im still looking for a car to buy and have not gone the driving test yet,"['im', 'still', 'look', 'car', 'buy', 'gone', 'drive', 'test', 'yet']",im still look car buy gone drive test yet,0
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,"['wow', 'your', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'chang', 'search', 'locat', 'nyc', 'someth', 'chang', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",wow your right didnt mean guess gave boston men chang search locat nyc someth chang cuz signin page still say boston,0
ham,Umma my life and vava umma love you lot dear,umma my life and vava umma love you lot dear,"['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']",umma life vava umma love lot dear,0
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,"['thank', 'lot', 'wish', 'birthday', 'thank', 'make', 'birthday', 'truli', 'memor']",thank lot wish birthday thank make birthday truli memor,0
ham,"Aight, I'll hit you up when I get some cash",aight ill hit you up when i get some cash,"['aight', 'ill', 'hit', 'get', 'cash']",aight ill hit get cash,0
ham,How would my ip address test that considering my computer isn't a minecraft server,how would my ip address test that considering my computer isnt a minecraft server,"['would', 'ip', 'address', 'test', 'consid', 'comput', 'isnt', 'minecraft', 'server']",would ip address test consid comput isnt minecraft server,0
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,"['know', 'grumpi', 'old', 'peopl', 'mom', 'like', 'better', 'lie', 'alway', 'one', 'play', 'joke']",know grumpi old peopl mom like better lie alway one play joke,0
ham,Dont worry. I guess he's busy.,dont worry i guess hes busy,"['dont', 'worri', 'guess', 'he', 'busi']",dont worri guess he busi,0
ham,What is the plural of the noun research?,what is the plural of the noun research,"['plural', 'noun', 'research']",plural noun research,0
ham,Going for dinner.msg you after.,going for dinnermsg you after,"['go', 'dinnermsg']",go dinnermsg,0
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,im ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud,"['im', 'ok', 'wif', 'co', 'like', 'tri', 'new', 'thing', 'scare', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",im ok wif co like tri new thing scare u dun like mah co u said loud,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent we are trying to contact you last weekends draw shows that you won a å£ prize guaranteed call claim code k valid hrs only ppm,"['gent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'å£', 'prize', 'guarante', 'call', 'claim', 'code', 'k', 'valid', 'hr', 'ppm']",gent tri contact last weekend draw show å£ prize guarante call claim code k valid hr ppm,1
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,"['wa', 'ur', 'openin', 'sentenc', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weighthaha', 'anythin', 'special', 'happen']",wa ur openin sentenc formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happen,0
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,"['enter', 'cabin', 'pa', 'said', 'happi', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went']",enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went,0
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,you are a winner u have been specially selected receive å£ or a holiday flights inc speak to a live operator claim pmin,"['winner', 'u', 'special', 'select', 'receiv', 'å£', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', 'claim', 'pmin']",winner u special select receiv å£ holiday flight inc speak live oper claim pmin,1
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,goodo yes we must speak friday eggpotato ratio for tortilla needed,"['goodo', 'ye', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'need']",goodo ye must speak friday eggpotato ratio tortilla need,0
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmmmy uncle just informed me that hes paying the school directly so pls buy food,"['hmmmi', 'uncl', 'inform', 'he', 'pay', 'school', 'directli', 'pl', 'buy', 'food']",hmmmi uncl inform he pay school directli pl buy food,0
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private your account statement for shows unredeemed bonus points to claim call identifier code expires,"['privat', 'account', 'statement', 'show', 'unredeem', 'bonu', 'point', 'claim', 'call', 'identifi', 'code', 'expir']",privat account statement show unredeem bonu point claim call identifi code expir,1
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent your mobile no was awarded å£ bonus caller prize on this is our final try to contact u call from landline box wr c ppm,"['urgent', 'mobil', 'award', 'å£', 'bonu', 'caller', 'prize', 'final', 'tri', 'contact', 'u', 'call', 'landlin', 'box', 'wr', 'c', 'ppm']",urgent mobil award å£ bonu caller prize final tri contact u call landlin box wr c ppm,1
ham,here is my new address -apples&pairs&all that malarky,here is my new address applespairsall that malarky,"['new', 'address', 'applespairsal', 'malarki']",new address applespairsal malarki,0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,"['today', 'voda', 'number', 'end', 'select', 'receiv', 'award', 'match', 'pleas', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']",today voda number end select receiv award match pleas call quot claim code standard rate app,1
ham,I am going to sao mu today. Will be done only at 12 ,i am going to sao mu today will be done only at,"['go', 'sao', 'mu', 'today', 'done']",go sao mu today done,0
ham,ÌÏ predict wat time Ì_'ll finish buying?,ìï predict wat time ìll finish buying,"['ìï', 'predict', 'wat', 'time', 'ìll', 'finish', 'buy']",ìï predict wat time ìll finish buy,0
ham,"Good stuff, will do.",good stuff will do,"['good', 'stuff']",good stuff,0
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,"['knowyetund', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'send', 'dont', 'involv', 'anyth', 'shouldnt', 'impos', 'anyth', 'first', 'place', 'apologis']",knowyetund hasnt sent money yet sent text bother send dont involv anyth shouldnt impos anyth first place apologis,0
ham,Are you there in room.,are you there in room,['room'],room,0
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,"['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']",hey girl r u hope u r well del r bak long time c give call sum time lucyxx,0
ham,K..k:)how much does it cost?,kkhow much does it cost,"['kkhow', 'much', 'cost']",kkhow much cost,0
ham,I'm home.,im home,"['im', 'home']",im home,0
ham,"Dear, will call Tmorrow.pls accomodate.",dear will call tmorrowpls accomodate,"['dear', 'call', 'tmorrowpl', 'accomod']",dear call tmorrowpl accomod,0
ham,First answer my question.,first answer my question,"['first', 'answer', 'question']",first answer question,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to å£ sptyrone,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'algarv', 'txt', 'ansr', 'å£', 'sptyron']",sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr å£ sptyron,1
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want get laid tonight want real dogging locations sent direct ur mob join the uks largest dogging network bt txting gravel to nt ec a,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dog', 'locat', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', 'largest', 'dog', 'network', 'bt', 'txting', 'gravel', 'nt', 'ec']",want get laid tonight want real dog locat sent direct ur mob join uk largest dog network bt txting gravel nt ec,1
ham,I only haf msn. It's yijue@hotmail.com,i only haf msn its,"['haf', 'msn']",haf msn,0
ham,He is there. You call and meet him,he is there you call and meet him,"['call', 'meet']",call meet,0
ham,No no. I will check all rooms befor activities,no no i will check all rooms befor activities,"['check', 'room', 'befor', 'activ']",check room befor activ,0
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcor', 'servic', 'text', 'go', 'u', 'get', 'noth', 'u', 'must', 'age', 'verifi', 'yr', 'network', 'tri']",youll rcv msg chat svc free hardcor servic text go u get noth u must age verifi yr network tri,1
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,got c i lazy to type i forgot ì in lect i saw a pouch but like not v nice,"['got', 'c', 'lazi', 'type', 'forgot', 'ì', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",got c lazi type forgot ì lect saw pouch like v nice,0
ham,"K, text me when you're on the way",k text me when youre on the way,"['k', 'text', 'your', 'way']",k text your way,0
ham,"Sir, Waiting for your mail.",sir waiting for your mail,"['sir', 'wait', 'mail']",sir wait mail,0
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",a swt thought nver get tired of doing little things lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni,"['swt', 'thought', 'nver', 'get', 'tire', 'littl', 'thing', 'lovabl', 'person', 'cozsomtim', 'littl', 'thing', 'occupi', 'biggest', 'part', 'heart', 'gud', 'ni']",swt thought nver get tire littl thing lovabl person cozsomtim littl thing occupi biggest part heart gud ni,0
ham,I know you are. Can you pls open the back?,i know you are can you pls open the back,"['know', 'pl', 'open', 'back']",know pl open back,0
ham,Yes see ya not on the dot,yes see ya not on the dot,"['ye', 'see', 'ya', 'dot']",ye see ya dot,0
ham,Whats the staff name who is taking class for us?,whats the staff name who is taking class for us,"['what', 'staff', 'name', 'take', 'class', 'us']",what staff name take class us,0
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end,"['freemsg', 'havent', 'repli', 'text', 'im', 'randi', 'sexi', 'femal', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', 'p', 'per', 'msg', 'repli', 'stop', 'end']",freemsg havent repli text im randi sexi femal live local luv hear u netcollex ltd p per msg repli stop end,1
